1734544800095465984,91.4
1734544800106256128,92.0
1734544800106277888,81.0
1734544800116803840,79.5
1734544800127502080,79.3
1734544800138031872,78.8
1734544800148771072,77.5
1734544800174045952,91.8
1734544800184727808,91.5
1734544800184751872,79.1
1734544800195241984,78.4
1734544800206170112,78.9
1734544800233005056,94.8
1734544800233037824,84.1
1734544800263671040,104.0
1734544800263731968,93.3
1734544800269204992,84.8
1734544800285208064,89.9
1734544800285274880,78.8
1734544800311367936,93.9
1734544800331432960,103.0
1734544800331473152,87.9
1734544800331491072,76.9
1734544800352840960,83.4
1734544800363287808,82.8
1734544800379304960,83.8
1734544800389970944,83.8
1734544800405353984,83.8
1734544800458038016,116.0
1734544800458060032,105.0
1734544800468747008,106.0
1734544800483546880,109.0
1734544800483584768,94.0
1734544800499587072,99.3
1734544800499628032,84.0
1734544800521014016,94.8
1734544800532365056,94.9
1734544800532423936,83.8
1734544800547545856,78.9
1734544800578403840,98.6
1734544800578460928,84.1
1734544800589195008,79.0
1734544800599731968,78.4
1734544800610510080,77.9
1734544800651539200,108.0
1734544800651601152,93.6
1734544800657231104,88.6
1734544800657281024,78.5
1734544800667609856,78.2
1734544800678628864,78.6
1734544800688908032,78.1
1734544800730438912,109.0
1734544800730479872,97.9
1734544800735752960,92.1
1734544800735784960,78.3
1734544800746573056,78.7
1734544800757335808,78.9
1734544800798670080,109.0
1734544800798733824,98.3
1734544800814481920,103.0
1734544800814543104,91.7
1734544800825179136,89.1
1734544800835576064,89.0
1734544800840604160,83.1
1734544800846547968,77.8
1734544800857153792,77.7
1734544800877011968,86.4
1734544800887648000,78.3
1734544800909175040,84.0
1734544800914462976,78.6
1734544800925251072,78.4
1734544800935520000,78.1
1734544800961175808,92.6
1734544800966191104,78.3
1734544800982546944,83.9
1734544800987601152,78.1
1734544801014031872,88.9
1734544801014096128,78.4
1734544801034609152,88.1
1734544801039612928,81.9
1734544801055644928,79.1
1734544801071680000,83.8
1734544801087515136,89.1
1734544801092824832,83.5
1734544801112996096,88.7
1734544801117955840,83.2
1734544801128943872,78.9
1734544801145200128,78.9
1734544801161040128,78.7
1734544801171625984,78.6
1734544801191677952,88.4
1734544801207628032,89.5
1734544801218272000,89.6
1734544801218315008,78.9
1734544801245122816,89.3
1734544801250545152,78.9
1734544801270490880,87.8
1734544801286757120,84.4
1734544801297202176,79.3
1734544801307920896,78.4
1734544801329581056,88.1
1734544801354647040,93.8
1734544801359643904,78.8
1734544801375747840,78.8
1734544801386396928,78.4
1734544801397093888,78.9
1734544801407740160,78.5
1734544801449347072,109.0
1734544801466202112,115.0
1734544801466265088,96.2
1734544801466292992,80.1
1734544801476859136,79.5
1734544801486934016,78.9
1734544801512526080,94.0
1734544801522759936,93.1
1734544801522820096,82.1
1734544801538889984,79.1
1734544801554540032,77.7
1734544801590465024,103.0
1734544801590529792,91.9
1734544801590557952,81.1
1734544801601573888,78.6
1734544801612168192,78.5
1734544801638895104,89.4
1734544801649548032,84.3
1734544801670281984,92.9
1734544801680509184,91.9
1734544801691247872,90.0
1734544801696444160,84.0
1734544801707126016,83.7
1734544801723676928,89.1
1734544801728316160,78.8
1734544801748930048,88.4
1734544801758626048,78.0
1734544801780700928,89.3
1734544801801659136,94.6
1734544801801696000,83.1
1734544801827436800,88.8
1734544801848561920,99.4
1734544801848620032,79.4
1734544801858809088,79.1
1734544801879715840,88.3
1734544801879774976,77.8
1734544801926774016,114.0
1734544801926832896,103.0
1734544801937462016,99.3
1734544801937509888,88.8
1734544801937537792,78.3
1734544801953316864,83.6
1734544801958610944,78.6
1734544801978332160,87.8
1734544802005348864,104.0
1734544802005424896,92.7
1734544802010195968,86.7
1734544802015604992,78.3
1734544802027141120,77.9
1734544802037515008,78.6
1734544802062601984,93.2
1734544802067857920,79.2
1734544802078532864,78.9
1734544802094647808,84.3
1734544802115741952,88.4
1734544802115848960,78.0
1734544802151636992,103.0
1734544802157476864,98.1
1734544802167738880,89.0
1734544802173576960,84.0
1734544802184168960,78.8
